Model,Production_Year,Number_of_Engines,Engine_Type,Capacity,Range_km,Fuel_Consumption_Lph,Hourly_Maintenance_Cost,Age,Sales_Region,Price_USD,Cost_Per_Seat,Maintenance_Cost_Per_Seat,Fuel_Efficiency,Range_Efficiency,Aircraft_Size,Age_Category
Boeing 737,2007,2,Turbofan,162,5700,8.16,4535.55,16,Asya,77797895.08,480233.92024691356,27.997222222222224,0.05037037037037037,698.5294117647059,Large,Old
Cessna 172,2014,1,Piston,4,1285,11.63,1365.3,9,Avustralya,368135.63,92033.9075,341.325,2.9075,110.49011177987961,Small,Mid-Age
Bombardier CRJ200,2022,2,Turbofan,50,3000,5.62,1260.21,1,Avrupa,23413691.25,468273.825,25.2042,0.1124,533.8078291814946,Medium,New
Boeing 777,2007,2,Turbofan,396,15600,6.74,1428.5,16,Asya,484733311.98,1224074.0201515153,3.6073232323232323,0.017020202020202022,2314.540059347181,Very Large,Old
Bombardier CRJ200,2001,2,Turbofan,50,3000,10.98,2765.38,22,Güney Amerika,12577691.22,251553.8244,55.3076,0.21960000000000002,273.22404371584696,Medium,Old
Boeing 777,2022,2,Turbofan,396,15600,13.97,4431.1,1,Asya,795932931.6,2009931.6454545455,11.189646464646465,0.035277777777777776,1116.6785969935577,Very Large,New
Bombardier CRJ200,1999,2,Turbofan,50,3000,5.6,774.85,24,Güney Amerika,13329270.54,266585.41079999995,15.497,0.11199999999999999,535.7142857142858,Medium,Old
Boeing 777,2022,2,Turbofan,396,15600,4.72,1330.34,1,Afrika,838287790.19,2116888.3590656566,3.3594444444444442,0.011919191919191918,3305.084745762712,Very Large,New
Boeing 777,2005,2,Turbofan,396,15600,8.3,2167.12,18,Avustralya,431794832.04,1090390.99,5.472525252525252,0.020959595959595963,1879.5180722891564,Very Large,Old
Boeing 777,2015,2,Turbofan,396,15600,11.72,2581.41,8,Avrupa,759234162.08,1917257.9850505053,6.518712121212121,0.0295959595959596,1331.0580204778157,Very Large,Mid-Age
Airbus A320,2006,2,Turbofan,180,6300,5.28,665.07,17,Avustralya,109400015.17,607777.8620555556,3.6948333333333334,0.029333333333333336,1193.181818181818,Large,Old
Airbus A350,2023,2,Turbofan,350,14800,8.92,2802.55,0,Avustralya,767809713.63,2193742.038942857,8.007285714285715,0.025485714285714285,1659.1928251121076,Very Large,New
Airbus A320,2019,2,Turbofan,180,6300,7.82,982.27,4,Güney Amerika,121021584.16,672342.1342222223,5.457055555555556,0.043444444444444445,805.6265984654731,Large,New
Boeing 777,2005,2,Turbofan,396,15600,6.9,1711.59,18,Güney Amerika,519257758.1,1311256.96489899,4.32219696969697,0.017424242424242425,2260.869565217391,Very Large,Old
Boeing 737,1999,2,Turbofan,162,5700,6.19,590.32,24,Kuzey Amerika,61730854.91,381054.65993827156,3.643950617283951,0.03820987654320988,920.8400646203554,Large,Old
Airbus A320,2007,2,Turbofan,180,6300,13.58,1038.93,16,Güney Amerika,95044617.16,528025.6508888889,5.771833333333333,0.07544444444444444,463.91752577319585,Large,Old
Airbus A350,2008,2,Turbofan,350,14800,8.98,891.14,15,Afrika,598384167.08,1709669.0488000002,2.5461142857142858,0.025657142857142858,1648.1069042316258,Very Large,Mid-Age
Bombardier CRJ200,1993,2,Turbofan,50,3000,11.69,3140.79,30,Güney Amerika,10822525.27,216450.5054,62.815799999999996,0.23379999999999998,256.6295979469632,Medium,Old
Airbus A350,1990,2,Turbofan,350,14800,6.72,1776.99,33,Avustralya,365229876.96,1043513.9341714286,5.077114285714286,0.0192,2202.3809523809523,Very Large,Old
Boeing 737,1998,2,Turbofan,162,5700,9.42,3406.63,25,Güney Amerika,54584453.64,336941.0718518519,21.02858024691358,0.05814814814814815,605.0955414012739,Large,Old
Bombardier CRJ200,2020,2,Turbofan,50,3000,3.99,958.02,3,Güney Amerika,23978996.46,479579.9292,19.1604,0.07980000000000001,751.8796992481202,Medium,New
Boeing 777,1985,2,Turbofan,396,15600,4.09,1606.81,38,Avrupa,374028354.97,944516.0479040404,4.05760101010101,0.010328282828282827,3814.1809290953547,Very Large,Old
Bombardier CRJ200,1999,2,Turbofan,50,3000,13.66,1280.18,24,Avrupa,11473000.39,229460.00780000002,25.6036,0.2732,219.61932650073206,Medium,Old
Airbus A320,1989,2,Turbofan,180,6300,8.82,861.05,34,Asya,80480172.68,447112.0704444445,4.783611111111111,0.049,714.2857142857142,Large,Old
Boeing 737,1995,2,Turbofan,162,5700,7.17,1004.18,28,Afrika,63140915.34,389758.7366666667,6.198641975308641,0.04425925925925926,794.979079497908,Large,Old
Airbus A350,2020,2,Turbofan,350,14800,10.69,1268.99,3,Güney Amerika,752829008.06,2150940.023028571,3.6256857142857144,0.030542857142857142,1384.4714686623013,Very Large,New
Airbus A320,2004,2,Turbofan,180,6300,9.24,4682.19,19,Afrika,80946267.91,449701.4883888889,26.012166666666666,0.051333333333333335,681.8181818181818,Large,Old
Airbus A350,1995,2,Turbofan,350,14800,4.43,3962.72,28,Avrupa,392546696.51,1121561.9900285713,11.322057142857142,0.012657142857142856,3340.857787810384,Very Large,Old
Bombardier CRJ200,1980,2,Turbofan,50,3000,7.53,1956.56,43,Asya,10109742.51,202194.8502,39.1312,0.1506,398.406374501992,Medium,Old
Airbus A350,1994,2,Turbofan,350,14800,9.94,1016.77,29,Avrupa,374106781.9,1068876.5197142856,2.905057142857143,0.028399999999999998,1488.9336016096581,Very Large,Old
Bombardier CRJ200,2013,2,Turbofan,50,3000,9.56,1798.84,10,Afrika,19192333.83,383846.67659999995,35.9768,0.1912,313.8075313807531,Medium,Mid-Age
Boeing 737,2015,2,Turbofan,162,5700,2.67,2896.65,8,Avrupa,93701411.16,578403.7725925925,17.880555555555556,0.016481481481481482,2134.8314606741574,Large,Mid-Age
Boeing 737,2009,2,Turbofan,162,5700,3.75,2014.72,14,Avrupa,100577709.35,620850.0577160494,12.436543209876543,0.023148148148148147,1520.0,Large,Mid-Age
Airbus A350,2022,2,Turbofan,350,14800,10.86,1645.88,1,Güney Amerika,687642213.1,1964692.0374285716,4.702514285714286,0.031028571428571426,1362.7992633517497,Very Large,New
Airbus A350,2019,2,Turbofan,350,14800,14.08,2069.91,4,Avustralya,630470065.56,1801343.0444571427,5.914028571428571,0.040228571428571426,1051.1363636363637,Very Large,New
Airbus A350,1990,2,Turbofan,350,14800,4.36,4722.53,33,Avustralya,349829134.92,999511.8140571429,13.492942857142856,0.012457142857142858,3394.4954128440363,Very Large,Old
Airbus A350,2008,2,Turbofan,350,14800,11.63,799.23,15,Kuzey Amerika,582112934.19,1663179.8119714288,2.283514285714286,0.033228571428571434,1272.5709372312983,Very Large,Mid-Age
Airbus A320,2020,2,Turbofan,180,6300,12.34,1128.98,3,Kuzey Amerika,151066485.11,839258.2506111112,6.272111111111111,0.06855555555555555,510.5348460291734,Large,New
Cessna 172,2011,1,Piston,4,1285,16.55,1407.32,12,Avustralya,337638.96,84409.74,351.83,4.1375,77.64350453172204,Small,Mid-Age
Airbus A320,1997,2,Turbofan,180,6300,8.8,3493.39,26,Afrika,75061979.82,417010.99899999995,19.407722222222223,0.04888888888888889,715.9090909090909,Large,Old
Boeing 737,1998,2,Turbofan,162,5700,13.4,2114.74,25,Avrupa,71082595.52,438781.45382716047,13.053950617283949,0.08271604938271605,425.3731343283582,Large,Old
Boeing 777,2001,2,Turbofan,396,15600,6.9,2476.11,22,Kuzey Amerika,427119287.47,1078584.059267677,6.25280303030303,0.017424242424242425,2260.869565217391,Very Large,Old
Cessna 172,1985,1,Piston,4,1285,22.06,2582.06,38,Avrupa,214095.0,53523.75,645.515,5.515,58.25022665457843,Small,Old
Airbus A320,1994,2,Turbofan,180,6300,13.69,1544.96,29,Afrika,91497555.28,508319.75155555556,8.583111111111112,0.07605555555555556,460.18991964937914,Large,Old
Bombardier CRJ200,1989,2,Turbofan,50,3000,9.07,2227.51,34,Avustralya,12359504.58,247190.0916,44.550200000000004,0.1814,330.760749724366,Medium,Old
Airbus A320,1984,2,Turbofan,180,6300,14.22,1026.04,39,Afrika,84401415.18,468896.75100000005,5.700222222222222,0.079,443.0379746835443,Large,Old
Airbus A350,2001,2,Turbofan,350,14800,6.35,3324.69,22,Güney Amerika,431109593.34,1231741.695257143,9.499114285714287,0.01814285714285714,2330.708661417323,Very Large,Old
Airbus A350,2006,2,Turbofan,350,14800,8.93,3290.33,17,Asya,471048132.38,1345851.8068,9.400942857142857,0.025514285714285715,1657.3348264277715,Very Large,Old
Airbus A320,2006,2,Turbofan,180,6300,12.25,4522.52,17,Afrika,98684861.81,548249.2322777777,25.125111111111114,0.06805555555555555,514.2857142857143,Large,Old
Airbus A350,2010,2,Turbofan,350,14800,9.41,650.9,13,Asya,577421569.66,1649775.9133142857,1.8597142857142857,0.026885714285714287,1572.7948990435707,Very Large,Mid-Age
Boeing 777,1999,2,Turbofan,396,15600,12.68,2039.37,24,Afrika,427280427.26,1078990.977929293,5.149924242424242,0.03202020202020202,1230.2839116719242,Very Large,Old
Airbus A350,2014,2,Turbofan,350,14800,13.0,997.84,9,Avustralya,594120521.82,1697487.2052000002,2.8509714285714285,0.037142857142857144,1138.4615384615386,Very Large,Mid-Age
Bombardier CRJ200,2014,2,Turbofan,50,3000,3.95,4087.83,9,Güney Amerika,17864754.21,357295.08420000004,81.75659999999999,0.079,759.493670886076,Medium,Mid-Age
Airbus A320,2011,2,Turbofan,180,6300,11.39,1531.63,12,Avrupa,129466236.98,719256.8721111112,8.509055555555555,0.06327777777777778,553.1167690956979,Large,Mid-Age
Boeing 777,2007,2,Turbofan,396,15600,9.06,3622.77,16,Afrika,614010567.48,1550531.736060606,9.148409090909091,0.02287878787878788,1721.8543046357615,Very Large,Old
Boeing 737,2004,2,Turbofan,162,5700,6.49,1633.1,19,Kuzey Amerika,64693298.87,399341.3510493827,10.080864197530863,0.04006172839506173,878.2742681047765,Large,Old
Bombardier CRJ200,2023,2,Turbofan,50,3000,14.31,2579.03,0,Afrika,27762947.01,555258.9402000001,51.580600000000004,0.2862,209.64360587002096,Medium,New
Bombardier CRJ200,1990,2,Turbofan,50,3000,9.62,1190.08,33,Afrika,15028245.52,300564.9104,23.801599999999997,0.1924,311.85031185031187,Medium,Old
Airbus A320,2019,2,Turbofan,180,6300,13.34,581.5,4,Güney Amerika,146047126.22,811372.9234444444,3.2305555555555556,0.07411111111111111,472.263868065967,Large,New
Boeing 737,2005,2,Turbofan,162,5700,9.35,4694.53,18,Güney Amerika,85135611.34,525528.4650617284,28.97858024691358,0.057716049382716045,609.6256684491979,Large,Old
Cessna 172,2022,1,Piston,4,1285,16.1,3682.57,1,Asya,428232.23,107058.0575,920.6425,4.025,79.81366459627328,Small,New
Boeing 737,2021,2,Turbofan,162,5700,9.89,3093.3,2,Afrika,141254483.56,871941.2565432099,19.094444444444445,0.061049382716049386,576.3397371081901,Large,New
Airbus A320,2009,2,Turbofan,180,6300,14.03,4704.65,14,Avrupa,107071085.53,594839.3640555555,26.136944444444442,0.07794444444444444,449.0377761938703,Large,Mid-Age
Boeing 737,1996,2,Turbofan,162,5700,3.47,2528.78,27,Afrika,63813353.76,393909.5911111111,15.609753086419754,0.021419753086419753,1642.651296829971,Large,Old
Boeing 777,1993,2,Turbofan,396,15600,7.19,3160.74,30,Afrika,441083753.93,1113847.863459596,7.9816666666666665,0.01815656565656566,2169.6801112656467,Very Large,Old
Boeing 777,2001,2,Turbofan,396,15600,6.36,746.43,22,Afrika,400222450.07,1010662.7527020202,1.8849242424242423,0.01606060606060606,2452.830188679245,Very Large,Old
Boeing 777,2006,2,Turbofan,396,15600,13.96,2918.28,17,Kuzey Amerika,437958676.39,1105956.253510101,7.36939393939394,0.03525252525252526,1117.4785100286533,Very Large,Old
Boeing 737,2010,2,Turbofan,162,5700,6.51,2058.56,13,Asya,90766689.91,560288.2093209876,12.70716049382716,0.040185185185185185,875.5760368663595,Large,Mid-Age
Bombardier CRJ200,2014,2,Turbofan,50,3000,7.88,1510.72,9,Asya,23108163.33,462163.2666,30.2144,0.1576,380.71065989847716,Medium,Mid-Age
Boeing 777,1994,2,Turbofan,396,15600,4.29,1133.86,29,Avustralya,290357765.1,733226.6795454546,2.863282828282828,0.010833333333333334,3636.3636363636365,Very Large,Old
Boeing 737,2021,2,Turbofan,162,5700,6.71,4616.81,2,Asya,121181128.84,748031.6595061729,28.49882716049383,0.04141975308641975,849.478390461997,Large,New
Boeing 737,1995,2,Turbofan,162,5700,10.22,3112.65,28,Avrupa,61753364.76,381193.60962962965,19.21388888888889,0.06308641975308642,557.7299412915851,Large,Old
Boeing 737,2019,2,Turbofan,162,5700,14.96,884.07,4,Avrupa,103845445.3,641021.2672839506,5.457222222222223,0.09234567901234568,381.01604278074865,Large,New
Airbus A320,1988,2,Turbofan,180,6300,9.74,2759.88,35,Afrika,78470001.12,435944.4506666667,15.332666666666666,0.05411111111111111,646.8172484599589,Large,Old
Bombardier CRJ200,1987,2,Turbofan,50,3000,13.67,1444.58,36,Güney Amerika,12045868.96,240917.37920000002,28.891599999999997,0.2734,219.45866861741038,Medium,Old
Airbus A320,2009,2,Turbofan,180,6300,4.48,1423.13,14,Avustralya,112470037.33,624833.5407222222,7.906277777777778,0.02488888888888889,1406.2499999999998,Large,Mid-Age
Boeing 777,2003,2,Turbofan,396,15600,2.85,3041.79,20,Avrupa,451170329.37,1139319.0135606062,7.681287878787879,0.007196969696969697,5473.684210526316,Very Large,Old
Bombardier CRJ200,1987,2,Turbofan,50,3000,9.28,2303.43,36,Avrupa,13392994.52,267859.8904,46.068599999999996,0.1856,323.2758620689655,Medium,Old
Boeing 777,1986,2,Turbofan,396,15600,4.37,1198.58,37,Güney Amerika,341620837.44,862678.8824242424,3.0267171717171717,0.011035353535353535,3569.794050343249,Very Large,Old
Boeing 737,1999,2,Turbofan,162,5700,7.31,3398.0,24,Güney Amerika,60864670.56,375707.842962963,20.97530864197531,0.04512345679012345,779.7537619699043,Large,Old
Bombardier CRJ200,2004,2,Turbofan,50,3000,4.03,614.24,19,Afrika,16373991.26,327479.8252,12.2848,0.0806,744.4168734491315,Medium,Old
Bombardier CRJ200,1992,2,Turbofan,50,3000,4.89,621.93,31,Asya,13610402.78,272208.05559999996,12.4386,0.0978,613.4969325153374,Medium,Old
Boeing 737,1999,2,Turbofan,162,5700,5.1,3437.36,24,Avustralya,69227893.81,427332.6778395062,21.218271604938273,0.03148148148148148,1117.6470588235295,Large,Old
Cessna 172,1987,1,Piston,4,1285,19.73,947.49,36,Güney Amerika,228894.71,57223.6775,236.8725,4.9325,65.12924480486569,Small,Old
Boeing 737,2002,2,Turbofan,162,5700,7.16,4235.99,21,Güney Amerika,76883649.0,474590.4259259259,26.148086419753085,0.04419753086419753,796.0893854748604,Large,Old
Airbus A350,2022,2,Turbofan,350,14800,4.66,3506.38,1,Kuzey Amerika,773021331.36,2208632.375314286,10.018228571428573,0.013314285714285714,3175.9656652360513,Very Large,New
Boeing 737,2012,2,Turbofan,162,5700,3.11,558.51,11,Avustralya,95932748.82,592177.4618518518,3.4475925925925925,0.01919753086419753,1832.7974276527332,Large,Mid-Age
Boeing 777,1980,2,Turbofan,396,15600,2.34,1435.49,43,Afrika,410547222.79,1036735.4110858586,3.6249747474747473,0.005909090909090909,6666.666666666667,Very Large,Old
Airbus A350,1986,2,Turbofan,350,14800,13.6,2396.41,37,Afrika,325735477.21,930672.7920285714,6.846885714285714,0.038857142857142854,1088.235294117647,Very Large,Old
Boeing 777,2020,2,Turbofan,396,15600,6.44,4178.5,3,Afrika,694805600.74,1754559.5978282827,10.551767676767676,0.016262626262626263,2422.360248447205,Very Large,New
Bombardier CRJ200,1989,2,Turbofan,50,3000,5.48,3156.33,34,Afrika,10374282.98,207485.6596,63.126599999999996,0.1096,547.4452554744526,Medium,Old
Airbus A320,2013,2,Turbofan,180,6300,7.32,3308.67,10,Avustralya,99274678.71,551525.9928333333,18.3815,0.04066666666666667,860.655737704918,Large,Mid-Age
Boeing 777,2019,2,Turbofan,396,15600,14.33,1825.1,4,Güney Amerika,855652712.33,2160739.172550505,4.608838383838384,0.036186868686868684,1088.6252616887648,Very Large,New
Airbus A350,2009,2,Turbofan,350,14800,3.82,3936.23,14,Afrika,534118029.02,1526051.5114857142,11.246371428571429,0.010914285714285713,3874.34554973822,Very Large,Mid-Age
Bombardier CRJ200,2017,2,Turbofan,50,3000,12.4,4525.49,6,Kuzey Amerika,23596737.16,471934.7432,90.5098,0.248,241.93548387096774,Medium,Mid-Age
Boeing 777,1995,2,Turbofan,396,15600,2.29,2413.46,28,Asya,409818407.35,1034894.9680555556,6.09459595959596,0.005782828282828283,6812.227074235808,Very Large,Old
Boeing 777,2008,2,Turbofan,396,15600,5.35,3350.65,15,Avrupa,461422903.52,1165209.3523232322,8.461237373737374,0.013510101010101009,2915.88785046729,Very Large,Mid-Age
Airbus A350,2016,2,Turbofan,350,14800,12.85,1127.1,7,Güney Amerika,641564860.28,1833042.4579428572,3.220285714285714,0.03671428571428571,1151.750972762646,Very Large,Mid-Age
Bombardier CRJ200,2004,2,Turbofan,50,3000,5.54,1272.56,19,Kuzey Amerika,15493434.09,309868.6818,25.4512,0.1108,541.5162454873646,Medium,Old
Boeing 737,2011,2,Turbofan,162,5700,13.89,582.76,12,Kuzey Amerika,98347881.48,607085.6881481481,3.597283950617284,0.08574074074074074,410.3671706263499,Large,Mid-Age
Airbus A320,2011,2,Turbofan,180,6300,9.2,1733.25,12,Avrupa,107455241.38,596973.5632222221,9.629166666666666,0.05111111111111111,684.7826086956522,Large,Mid-Age
Boeing 777,1996,2,Turbofan,396,15600,12.79,3431.39,27,Kuzey Amerika,407760050.66,1029697.0976262627,8.665126262626263,0.0322979797979798,1219.7028928850666,Very Large,Old
Boeing 777,2018,2,Turbofan,396,15600,10.65,3202.33,5,Avustralya,785971272.16,1984775.9397979798,8.086691919191919,0.026893939393939394,1464.7887323943662,Very Large,New
Boeing 777,2015,2,Turbofan,396,15600,13.89,1289.17,8,Asya,544977174.07,1376204.9850252527,3.255479797979798,0.03507575757575758,1123.1101511879049,Very Large,Mid-Age
Cessna 172,1992,1,Piston,4,1285,11.88,2835.13,31,Asya,186356.66,46589.165,708.7825,2.97,108.16498316498316,Small,Old
Airbus A320,2006,2,Turbofan,180,6300,11.59,1248.28,17,Afrika,105368168.72,585378.715111111,6.934888888888889,0.06438888888888888,543.572044866264,Large,Old
Airbus A350,2021,2,Turbofan,350,14800,6.62,1799.12,2,Avustralya,645087606.91,1843107.4483142856,5.140342857142857,0.018914285714285713,2235.6495468277944,Very Large,New
Airbus A350,2008,2,Turbofan,350,14800,8.19,3048.82,15,Asya,576163451.64,1646181.2904,8.710914285714287,0.023399999999999997,1807.0818070818073,Very Large,Mid-Age
Boeing 737,1998,2,Turbofan,162,5700,14.18,3486.52,25,Avrupa,58012610.13,358102.5316666667,21.52172839506173,0.08753086419753087,401.97461212976026,Large,Old
Airbus A350,1995,2,Turbofan,350,14800,5.41,640.32,28,Kuzey Amerika,398390192.32,1138257.6923428571,1.8294857142857144,0.015457142857142857,2735.6746765249536,Very Large,Old
Bombardier CRJ200,2017,2,Turbofan,50,3000,2.67,3177.85,6,Kuzey Amerika,26692691.66,533853.8332,63.556999999999995,0.053399999999999996,1123.5955056179776,Medium,Mid-Age
Airbus A350,2015,2,Turbofan,350,14800,12.02,2004.1,8,Güney Amerika,619483252.81,1769952.1508857142,5.726,0.03434285714285714,1231.2811980033277,Very Large,Mid-Age
Boeing 777,2007,2,Turbofan,396,15600,2.98,979.69,16,Avustralya,538818025.72,1360651.5801010102,2.4739646464646468,0.007525252525252525,5234.89932885906,Very Large,Old
Bombardier CRJ200,2009,2,Turbofan,50,3000,12.65,1608.81,14,Kuzey Amerika,18487630.58,369752.61159999995,32.1762,0.253,237.15415019762844,Medium,Mid-Age
Boeing 777,1996,2,Turbofan,396,15600,9.67,1724.65,27,Avrupa,436247697.61,1101635.6000252527,4.355176767676768,0.02441919191919192,1613.2368148914168,Very Large,Old
Boeing 737,1992,2,Turbofan,162,5700,3.19,2124.38,31,Kuzey Amerika,62987372.51,388810.9414197531,13.113456790123458,0.01969135802469136,1786.8338557993732,Large,Old
Boeing 737,2014,2,Turbofan,162,5700,9.04,1333.1,9,Avustralya,110533528.62,682305.7322222223,8.229012345679012,0.05580246913580247,630.5309734513274,Large,Mid-Age
Airbus A320,1992,2,Turbofan,180,6300,11.52,4428.26,31,Avrupa,82747415.53,459707.86405555555,24.601444444444446,0.064,546.875,Large,Old
Bombardier CRJ200,2010,2,Turbofan,50,3000,13.04,3615.24,13,Kuzey Amerika,19802463.23,396049.2646,72.3048,0.2608,230.06134969325154,Medium,Mid-Age
Bombardier CRJ200,2017,2,Turbofan,50,3000,8.36,1623.51,6,Güney Amerika,22165024.64,443300.4928,32.4702,0.1672,358.85167464114835,Medium,Mid-Age
Airbus A320,1998,2,Turbofan,180,6300,2.44,4619.7,25,Avrupa,69889599.06,388275.5503333333,25.665,0.013555555555555555,2581.967213114754,Large,Old
Boeing 777,1991,2,Turbofan,396,15600,14.62,4659.78,32,Kuzey Amerika,439452135.4,1109727.6146464646,11.76712121212121,0.036919191919191914,1067.03146374829,Very Large,Old
Boeing 737,2014,2,Turbofan,162,5700,8.16,4749.2,9,Avrupa,104368669.52,644251.0464197531,29.31604938271605,0.05037037037037037,698.5294117647059,Large,Mid-Age
Boeing 777,1982,2,Turbofan,396,15600,12.78,1935.95,41,Asya,398763846.97,1006979.4115404041,4.8887626262626265,0.03227272727272727,1220.6572769953052,Very Large,Old
Airbus A320,2020,2,Turbofan,180,6300,11.05,846.29,3,Afrika,142763723.81,793131.7989444445,4.701611111111111,0.061388888888888896,570.1357466063348,Large,New
Boeing 737,1980,2,Turbofan,162,5700,11.42,2029.44,43,Güney Amerika,62273842.69,384406.43635802466,12.527407407407408,0.07049382716049382,499.12434325744306,Large,Old
Boeing 777,2010,2,Turbofan,396,15600,12.28,2927.71,13,Afrika,562544947.36,1420568.048888889,7.393207070707071,0.03101010101010101,1270.358306188925,Very Large,Mid-Age
